,static_text,log_level,project,log_level_encoded
13609,Unexpected error during topic description for *. Error message was: *,error,kafka,0
13610,$$$Empty Message$$$,error,kafka,0
13611,$$$Empty Message$$$,error,kafka,0
13613,Unable to decode subscription data: used version: *; latest supported version: *4,info,kafka,1
13620,Opening store * in upgrade mode,info,kafka,1
13621,Opening store * in regular mode,info,kafka,1
13622,Opening store * in upgrade mode,info,kafka,1
13625,Error destroying *,error,kafka,0
13651,$$$Empty Message$$$,info,kafka,1
13652,Configured PushHttpMetricsReporter for * to report every * seconds,info,kafka,1
13657,"Error reporting metrics, *: *",error,kafka,0
13658,"PushHttpMetricsReporter does not currently support redirects, saw *",error,kafka,0
13659,Finished reporting metrics with response code *,info,kafka,1
13660,Error reporting metrics,error,kafka,0
13662,"Error during processing, terminating consumer process: ",error,kafka,0
13663,Starting agent process.,info,kafka,1
13664,"*: Ignoring request to create worker *, because there is already a worker with that id.",info,kafka,1
13665,*: Will not run worker * as it has expired.,info,kafka,1
13666,*: Worker * start() exception,info,kafka,1
13667,*: request conflict while creating worker * for task * with spec *.,info,kafka,1
13668,*: Error creating worker * for task * with spec *,info,kafka,1
13669,*: Created worker * with spec *,info,kafka,1
13670,"*: unable to create worker * for task *, with spec *",info,kafka,1
13671,*: Worker * was cancelled while it was starting up.  Transitioning to STOPPING.,info,kafka,1
13672,*: Worker * is now RUNNING.  Scheduled to stop in * ms.,info,kafka,1
13673,*: Worker * * during startup.  Transitioning to DONE.,info,kafka,1
13674,*: Worker * * during startup.  Transitioning to CANCELLING.,info,kafka,1
13675,*: Cancelling worker * *.  ,info,kafka,1
13676,*: Running worker * *.  Transitioning to STOPPING.,info,kafka,1
13677,*: Stopping worker * *.,info,kafka,1
13678,*: Can't halt worker * because it is already DONE.,info,kafka,1
13679,*: destroying worker * with error *,info,kafka,1
13680,*: completed worker * with error *,info,kafka,1
13681,*: Can't stop worker * because there is no worker with that ID.,info,kafka,1
13682,*: Cancelling worker * during its startup process.,info,kafka,1
13683,"*: Can't stop worker *, because it is already being cancelled.",info,kafka,1
13684,*: Stopping running worker *.,info,kafka,1
13685,"*: Can't stop worker *, because it is already stopping.",info,kafka,1
13686,*: destroying worker * with error *,info,kafka,1
13688,*: worker.stop() exception,error,kafka,0
13689,*: Shutting down WorkerManager.,info,kafka,1
13690,*: Waiting for shutdownManager quiescence...,info,kafka,1
13691,*: Waiting for workerCleanupExecutor to terminate...,info,kafka,1
13692,*: Waiting for stateChangeExecutor to terminate...,info,kafka,1
13693,*: Shutting down shutdownExecutor.,info,kafka,1
13694,*: Caught exception while shutting down WorkerManager,info,kafka,1
13695,*: Destroying all workers.,info,kafka,1
13696,Failed to stop worker *,error,kafka,0
13697,RUN: *. RESULT: [*],info,kafka,1
13698,RUN: *. ERROR: [*],info,kafka,1
13703,Attempting to create * topics (try *)...,info,kafka,1
13706,Topic * already exists.,info,kafka,1
13710,*: error creating worker *.,error,kafka,0
13711,*: error stopping worker *.,error,kafka,0
13712,*: failed to get agent status: ConnectException *,error,kafka,0
13713,*: failed to get agent status,error,kafka,0
13715,*: Unhandled exception in NodeHeartbeatRunnable,error,kafka,0
13718,*: worker state changed from * to *,info,kafka,1
13719,*: there is already a worker * with ID *.,error,kafka,0
13720,*: scheduling worker * to start.,info,kafka,1
13721,*: unable to locate worker to stop with ID *.,error,kafka,0
13722,*: Worker * is already scheduled to stop.,error,kafka,0
13723,*: scheduling worker * to stop.,info,kafka,1
13724,*: unable to locate worker to destroy with ID *.,error,kafka,0
13725,*: Failed to send shutdown request,error,kafka,0
13726,Created TaskManager for agent(s) on: *,info,kafka,1
13727,"createTask(id=*, spec=*) error",info,kafka,1
13728,Task * already exists with spec *,info,kafka,1
13729,Failed to create a new task * with spec *: *,info,kafka,1
13730,"Created a new task * with spec *, scheduled to start * ms from now.",info,kafka,1
13731,"Can't start task *, because it is already in state *.",info,kafka,1
13732,Unable to find nodes for task *,error,kafka,0
13733,Running task * on node(s): *,info,kafka,1
13734,stopTask(id=*) error,info,kafka,1
13735,Can't cancel non-existent task *.,info,kafka,1
13736,Stopped pending task *.,info,kafka,1
13737,Task * is now complete with no errors.,info,kafka,1
13738,Task * is now complete with error: *,info,kafka,1
13739,Cancelling task * with worker(s) *,info,kafka,1
13740,Can't cancel task * because it is already stopping.,info,kafka,1
13741,Can't cancel task * because it is already done.,info,kafka,1
13742,destroyTask(id=*) error,info,kafka,1
13743,Can't destroy task *: no such task found.,info,kafka,1
13744,Destroying task *.,info,kafka,1
13746,Error updating worker state for * on *.  Stopping worker.,error,kafka,0
13747,*: task * stopped with error *.  Stopping worker(s): *,info,kafka,1
13748,Starting coordinator process.,info,kafka,1
13749,Activating ProcessStopFault *.,info,kafka,1
13750,Deactivating ProcessStopFault *.,info,kafka,1
13751,Failed to parse process ID from line *,error,kafka,0
13752,*: no processes containing * found to send * to.,error,kafka,0
13753,*: sending * to * pid(s) *,info,kafka,1
13754,Activating DegradedNetworkFaultWorker *.,info,kafka,1
13755,Deactivating DegradedNetworkFaultWorker *.,info,kafka,1
13756,Activating * *: *.,info,kafka,1
13757,Deactivating * *: *.,info,kafka,1
13758,Activating NetworkPartitionFault *.,info,kafka,1
13759,Deactivating NetworkPartitionFault *.,info,kafka,1
13761,Uncaught exception in REST call: *,info,kafka,1
13762,Starting REST server,info,kafka,1
13763,Registered resource *,info,kafka,1
13765,* *: error: *,info,kafka,1
13766,*: Activating NoOpTask.,info,kafka,1
13767,*: Deactivating NoOpTask.,info,kafka,1
13768,*: Activating RoundTripWorker.,info,kafka,1
13770,*: ProducerRunnable is exiting.  messagesSent=*; uniqueMessagesSent=*; ackedSends=*/*.,info,kafka,1
13771,"*: consumer waiting for * message(s), starting with: *",info,kafka,1
13773,*: Consumer received the full count of * unique messages.  Waiting for all * sends to be acked...,info,kafka,1
13774,*: all sends have been acked.,info,kafka,1
13777,*: ConsumerRunnable is exiting.  Invoked poll * time(s).  messagesReceived = *; uniqueMessagesReceived = *.,info,kafka,1
13778,*: Deactivating RoundTripWorker.,info,kafka,1
13779,*: Deactivated RoundTripWorker.,info,kafka,1
13780,*: Activating ConnectionStressWorker with *,info,kafka,1
13781,*: Deactivating ConnectionStressWorker.,info,kafka,1
13782,*: Activating ProduceBenchWorker with *,info,kafka,1
13783,SendRecordsCallback: error,error,kafka,0
13784,Sent * total record(s) in * ms.  status: *,info,kafka,1
13788,*: Deactivating ProduceBenchWorker.,info,kafka,1
13789,*: Activating ConsumeBenchWorker with *,info,kafka,1
13790,Will consume from topics * via dynamic group assignment.,info,kafka,1
13791,Will consume from topic partitions * via manual assignment.,info,kafka,1
13792,"* Consumed total number of messages=*, bytes=* in * ms.  status: *",info,kafka,1
13794,Status=*,info,kafka,1
13795,*: Deactivating ConsumeBenchWorker.,info,kafka,1
13796,*: Activating ExternalCommandWorker with *,info,kafka,1
13797,*: Unable to start process,error,kafka,0
13799,*: can't read any more from stdout: *,info,kafka,1
13801,*: error: *,error,kafka,0
13802,*: error reading from stdout.,info,kafka,1
13804,*: can't read any more from stderr: *,info,kafka,1
13805,*: (stderr):*,error,kafka,0
13806,*: error reading from stderr.,info,kafka,1
13807,*: stdin writer ready.,info,kafka,1
13809,*: writing to stdin: *,info,kafka,1
13810,*: can't write any more to stdin: *,info,kafka,1
13811,*: error writing to stdin.,info,kafka,1
13813,*: process exited with return code *,info,kafka,1
13814,*: ExitMonitor error,error,kafka,0
13815,*: destroying process,info,kafka,1
13816,*: forcibly destroying process,info,kafka,1
13818,*: Terminator error,error,kafka,0
13819,*: Deactivating ExternalCommandWorker.,info,kafka,1
13821,Creating MiniTrogdorCluster with agents: * and coordinator: *,info,kafka,1
13822,Closing MiniTrogdorCluster.,info,kafka,1
13836,Unknown op: ,info,Zookeeper,1
13837,Error reading transaction from ( | ) :,error,Zookeeper,0
13841,Error reading next entry in file ( | ): ,error,Zookeeper,0
13844,Session '%s' expired after  | '%d' milliseconds.,info,Zookeeper,1
13845,Interrupted while closing ZooKeeper connection.,error,Zookeeper,0
13846,creating new  | connection for : '%s',info,Zookeeper,1
13847,Unable to find the keystore file: ,error,Zookeeper,0
13848,Unable to load keystore: ,error,Zookeeper,0
13849,Failed while trying to create a new session,error,Zookeeper,0
13850,Error occurred loading ZooInspector,error,Zookeeper,0
13852,"Error loading about.html, file may be corrupt",error,Zookeeper,0
13853,An Error occurred loading connection properties from file,error,Zookeeper,0
13854,An Error occurred saving the default connection properties file,error,Zookeeper,0
13855,Error loading default node viewers.,error,Zookeeper,0
13856,Error occurred while connecting to ZooKeeper server,error,Zookeeper,0
13857,Error occurred while connecting to ZooKeeper server,error,Zookeeper,0
13858,Error occurred while disconnecting from ZooKeeper server,error,Zookeeper,0
13859,Error occurred while disconnecting from ZooKeeper server,error,Zookeeper,0
13860,Error occurred while disconnecting from ZooKeeper server,error,Zookeeper,0
13861,Error instantiating class: ,error,Zookeeper,0
13862,An error occurred while instaniating the node viewer. ,error,Zookeeper,0
13863,Error saving node viewer configuration from file.,error,Zookeeper,0
13864,Error loading node viewer configuration from file.,error,Zookeeper,0
13865,Error setting default node viewer configuration.,error,Zookeeper,0
13866,Error retrieving meta data for node: ,error,Zookeeper,0
13867,Error retrieving meta data for node: ,error,Zookeeper,0
13868,Error retrieving ACL Information for node: ,error,Zookeeper,0
13869,Error retrieving ACL Information for node: ,error,Zookeeper,0
13870,Error retrieving data for node: ,error,Zookeeper,0
13871,Error retrieving data for node: ,error,Zookeeper,0
13872,Error occurred retrieving child of node: ,error,Zookeeper,0
13873,Error occurred retrieving child  | of node: ,error,Zookeeper,0
13874,Error occurred while disconnecting from ZooKeeper server,error,Zookeeper,0
13875,Error occurred getting data for node: ,error,Zookeeper,0
13876,Error occurred retrieving ACLs of node: ,error,Zookeeper,0
13877,Error occurred retrieving ACLs of node: ,error,Zookeeper,0
13878,Error occurred retrieving meta data for node: ,error,Zookeeper,0
13879,Error occurred getting the number of children of node: ,error,Zookeeper,0
13880,Error occurred determining whether node is allowed children: ,error,Zookeeper,0
13881,Error occurred retrieving session meta data.,error,Zookeeper,0
13882,Error occurred creating node:  | /,error,Zookeeper,0
13883,Error occurred deleting node: ,error,Zookeeper,0
13884,Error occurred setting data for node: ,error,Zookeeper,0
13885,Error occurred adding node watcher for node: ,error,Zookeeper,0
13886,Error occurred re-adding node watcherfor node ,error,Zookeeper,0
13900,"Initializing metrics, configuration: *",info,Zookeeper,1
13901,Starting /metrics HTTP endpoint at port * exportJvmInfo: *,info,Zookeeper,1
13902,Cannot start /metrics server,error,Zookeeper,0
13903,Cannot safely stop Jetty server,error,Zookeeper,0
13904,invalid delta * for metric *,error,Zookeeper,0
13905,invalid delta * for metric *,error,Zookeeper,0
13906,invalid value * for metric * with key *,error,Zookeeper,0
13907,Starting leader election support,info,Zookeeper,1
13908,Stopping leader election support,info,Zookeeper,1
13909,Removed leader offer *,info,Zookeeper,1
13912,* not elected leader. Watching node: *,info,Zookeeper,1
13914,We were behind * but it looks like they died. Back to determination.,info,Zookeeper,1
13915,Becoming leader with node: *,info,Zookeeper,1
13916,Failed in state *,error,Zookeeper,0
13941,$$$Empty Message$$$,error,Zookeeper,0
13942,"Initiating client connection, connectString=* sessionTimeout=* watcher=*",info,Zookeeper,1
13943,"Initiating client connection, connectString=* sessionTimeout=* watcher=* sessionId=0x* sessionPasswd=*",info,Zookeeper,1
13947,Session: 0x* closed,info,Zookeeper,1
13948,Unexpected exception,error,Zookeeper,0
13949,Unexpected exception,error,Zookeeper,0
13953,Event thread exiting due to interruption,error,Zookeeper,0
13954,EventThread shut down for session: 0x*,info,Zookeeper,1
13955,Error while calling watcher ,error,Zookeeper,0
13957,Unexpected throwable,error,Zookeeper,0
13964,"Socket connection established, initiating session, client: *, server: *",info,Zookeeper,1
13968,Opening socket connection to server *.,info,Zookeeper,1
13969,SASL config status: *,info,Zookeeper,1
13970,SASL authentication with Zookeeper Quorum member failed.,error,Zookeeper,0
13974,Checking server * for being r/w. Timeout *,info,Zookeeper,1
13979,Read/write client got connected to read-only server,error,Zookeeper,0
13980,"Session establishment complete on server *, session id = 0x*, negotiated timeout = **",info,Zookeeper,1
13984,Timeout error occurred for the packet '*'.,error,Zookeeper,0
13985,* value is *. feature enabled=*zookeeper.request.timeout,info,Zookeeper,1
13986,Configured value * for property * can not be parsed to long.zookeeper.request.timeout,error,Zookeeper,0
13987,$$$Empty Message$$$,info,Zookeeper,1
13990,TGT refresh thread started.,info,Zookeeper,1
13992,"The TGT cannot be renewed beyond the next expiry date: *.This process will not be able to authenticate new SASL connections after that time (for example, it will not be authenticate a new connection with a Zookeeper Quorum member).  Ask your system administrator to either increase the 'renew until' time by doing : 'modprinc -maxrenewlife *' within kadmin, or instead, to generate a keytab for *. Because the TGT's expiry cannot be further extended by refreshing, exiting refresh thread now.",error,Zookeeper,0
13994,next refresh: * is later than expiry *. This may indicate a clock skew problem. Check that this host and the KDC's hosts' clocks are in sync. Exiting refresh thread.,error,Zookeeper,0
13995,refreshing now because expiry is before next scheduled refresh time.,info,Zookeeper,1
13996,TGT refresh sleeping until: *,info,Zookeeper,1
13998,nextRefresh:* is in the past: exiting refresh thread. Check clock sync between this host and KDC - (KDC's clock is likely ahead of this host). Manual intervention will be required for this client to successfully authenticate. Exiting refresh thread.,error,Zookeeper,0
14000,"Interrupted while renewing TGT, exiting Login thread",error,Zookeeper,0
14002,Interrupted during login retry after LoginException:,error,Zookeeper,0
14003,Could not refresh TGT for principal: *.,error,Zookeeper,0
14004,Failed to refresh TGT: refresh thread exiting now.,error,Zookeeper,0
14006,* successfully logged in.,info,Zookeeper,1
14007,TGT valid starting at:        *,info,Zookeeper,1
14008,TGT expires:                  *,info,Zookeeper,1
14012,Initiating logout for *,info,Zookeeper,1
14013,Initiating re-login for *,info,Zookeeper,1
14017,connect attempt cancelled,info,Zookeeper,1
14018,channel is connected: *,info,Zookeeper,1
14019,channel is told closing,info,Zookeeper,1
14020,SSL handler added for channel: *,info,Zookeeper,1
14021,channel is disconnected: *,info,Zookeeper,1
14022,Unexpected throwable,error,Zookeeper,0
14025,* value is * Bytesjute.maxbuffer,info,Zookeeper,1
14026,$$$Empty Message$$$,error,Zookeeper,0
14038,Unable to open socket to *,error,Zookeeper,0
14039,testableCloseSocket() called,info,Zookeeper,1
14040,$$$Empty Message$$$,error,Zookeeper,0
14045,$$$Empty Message$$$,info,Zookeeper,1
14060,Unable to resolve address: *,error,Zookeeper,0
14066,Exception while trying to create SASL client.,error,Zookeeper,0
14067,saslClient is unexpectedly null. Cannot respond to server's SASL message; ignoring.,error,Zookeeper,0
14068,SASL authentication failed using login context '*'.,error,Zookeeper,0
14070,$$$Empty Message$$$,error,Zookeeper,0
14074,connecting to * *,info,Zookeeper,1
14075,using secure socket,info,Zookeeper,1
14080,Failed to verify host address: *,error,Zookeeper,0
14081,Failed to verify hostname: *,error,Zookeeper,0
14085,Error creating SSL context and options,error,Zookeeper,0
14086,Error parsing config property *,error,Zookeeper,0
14093,enabling cert file reloading,info,Zookeeper,1
14107,Reading configuration from: *,info,Zookeeper,1
14108,Error while configuration from: *,error,Zookeeper,0
14110,* thread started,info,Zookeeper,1
14113,* thread finished,info,Zookeeper,1
14116,Error from callback,error,Zookeeper,0
14117,"Watch key no longer valid, maybe the directory is inaccessible?",error,Zookeeper,0
14118,Log4j found but jmx support is disabled.,info,Zookeeper,1
14119,Log4j found with jmx enabled.,info,Zookeeper,1
14120,Log4j not found.,info,Zookeeper,1
14122,Problems while registering log4j jmx beans!,error,Zookeeper,0
14126,Unexpected exception during unregister of [*]. It should be reviewed and fixed.,error,Zookeeper,0
14128,Cannot boot MetricsProvider *,error,Zookeeper,0
14129,Cannot boot MetricsProvider *,error,Zookeeper,0
14132,Last transaction was partial.,error,Zookeeper,0
14136,Failed to process *,error,Zookeeper,0
14137,Dumping request buffer: 0x*,error,Zookeeper,0
14138,FIXMSG,error,Zookeeper,0
14139,shutdown of request processor complete,info,Zookeeper,1
14140,Set text trace mask to 0x*,info,Zookeeper,1
14148,Processing * command from *,info,Zookeeper,1
14176,SessionTrackerImpl exited loop!,info,Zookeeper,1
14179,Shutting down,info,Zookeeper,1
14182,ServerMetrics initialized with provider *,info,Zookeeper,1
14184,"Thread * exits, error code *",info,Zookeeper,1
14185,Error sending data synchronously ,error,Zookeeper,0
14193,Error cancelling command selection key,error,Zookeeper,0
14195,Processing * command from *,info,Zookeeper,1
14204,"Error parsing *, using default value *zookeeper.snapshotSizeFactor0.33",error,Zookeeper,0
14205,* = *zookeeper.snapshotSizeFactor,info,Zookeeper,1
14207,Error parsing * - use default value *zookeeper.commitLogCount500,error,Zookeeper,0
14208,*=*zookeeper.commitLogCount,info,Zookeeper,1
14209,Snapshot loaded in * ms,info,Zookeeper,1
14210,On disk txn sync enabled with snapshotSizeFactor *,info,Zookeeper,1
14211,On disk txn sync disabled,info,Zookeeper,1
14212,Unable to get size of most recent snapshot,error,Zookeeper,0
14215,Txnlog size: * exceeds sizeLimit: *,info,Zookeeper,1
14216,Unable to read txnlog from disk,error,Zookeeper,0
14219,Update * to *zookeeper.closeSessionTxn.enabled,info,Zookeeper,1
14220,Created server with tickTime * minSessionTimeout * maxSessionTimeout * clientPortListenBacklog * datadir * snapdir *,info,Zookeeper,1
14221,Added JvmPauseMonitor to server,info,Zookeeper,1
14222,"Severe unrecoverable error, exiting",error,Zookeeper,0
14223,Snapshot taken in * ms,info,Zookeeper,1
14224,Closing session 0x*,info,Zookeeper,1
14225,"Expiring session 0x*, timeout of *ms exceeded",info,Zookeeper,1
14230,shutting down,info,Zookeeper,1
14231,Error updating DB,error,Zookeeper,0
14237,"Invalid session 0x* for client *, probably expired",info,Zookeeper,1
14243,Unable to process request,error,Zookeeper,0
14245,zookeeper.snapSizeLimitInKb set to a non-positive value *; disabling feature,info,Zookeeper,1
14246,tickTime set to *,info,Zookeeper,1
14247,minSessionTimeout set to *,info,Zookeeper,1
14248,maxSessionTimeout set to *,info,Zookeeper,1
14249,clientPortListenBacklog set to *,info,Zookeeper,1
14252,$$$Empty Message$$$,info,Zookeeper,1
14253,$$$Empty Message$$$,info,Zookeeper,1
14256,*=*zookeeper.flushDelay,info,Zookeeper,1
14257,*=*zookeeper.maxWriteQueuePollTime,info,Zookeeper,1
14258,*=*zookeeper.maxBatchSize,info,Zookeeper,1
14261,The max bytes for all large requests are set to *,info,Zookeeper,1
14263,The large request threshold is set to *,info,Zookeeper,1
14264,got auth packet *,info,Zookeeper,1
14267,auth success *,info,Zookeeper,1
14272,adding SASL authorization for authorizationID: *,info,Zookeeper,1
14277,cnxn.saslServer is null: cnxn object did not initialize its saslServer properly.,error,Zookeeper,0
14284,* = *zookeeper.digest.enabled,info,Zookeeper,1
14289,Uncaught exception in authWriteRequest with: ,error,Zookeeper,0
14290,IOException : *,error,Zookeeper,0
14291,Thread * died,error,Zookeeper,0
14297,accept thread exitted run method,info,Zookeeper,1
14303,selector thread exitted run method,info,Zookeeper,1
14306,ConnnectionExpirerThread interrupted,info,Zookeeper,1
14307,$$$Empty Message$$$,info,Zookeeper,1
14308,binding to port *,info,Zookeeper,1
14309,Error while closing server socket.,error,Zookeeper,0
14310,Error joining old acceptThread when reconfiguring client port.,error,Zookeeper,0
14311,binding to port *,info,Zookeeper,1
14312,Error reconfiguring client port to *,error,Zookeeper,0
14317,"Invalid arguments, exiting abnormally",error,Zookeeper,0
14318,Usage: ZooKeeperServerMain configfile | port datadir [ticktime] [maxcnxns],info,Zookeeper,1
14319,"Invalid config, exiting abnormally",error,Zookeeper,0
14320,"Unable to access datadir, exiting abnormally",error,Zookeeper,0
14321,"Unable to start AdminServer, exiting abnormally",error,Zookeeper,0
14322,"Unexpected exception, exiting abnormally",error,Zookeeper,0
14323,Exiting normally,info,Zookeeper,1
14325,Starting server,info,Zookeeper,1
14329,$$$Empty Message$$$,info,Zookeeper,1
14330,autopurge.snapRetainCount set to *,info,Zookeeper,1
14331,autopurge.purgeInterval set to *,info,Zookeeper,1
14333,Purge task is not scheduled.,info,Zookeeper,1
14334,Shutting down purge task.,info,Zookeeper,1
14336,Purge task started.,info,Zookeeper,1
14337,Error occurred while purging.,error,Zookeeper,0
14338,Purge task completed.,info,Zookeeper,1
14341,SyncRequestProcessor exited!,info,Zookeeper,1
14342,Shutting down,info,Zookeeper,1
14346,Unable to read txnlog from disk,error,Zookeeper,0
14348,PrepRequestProcessor exited loop!,info,Zookeeper,1
14349,Invalid path * with session 0x*,info,Zookeeper,1
14350,Reconfig operation requested but reconfig feature is disabled.,error,Zookeeper,0
14352,Non-incremental reconfig,info,Zookeeper,1
14353,Incremental reconfig,info,Zookeeper,1
14359,"Invalid path * with session 0x*, reason: *",info,Zookeeper,1
14360,Got user-level KeeperException when processing * aborting remaining multi ops. Error Path:* Error:*,info,Zookeeper,1
14362,Got user-level KeeperException when processing * Error Path:* Error:*,info,Zookeeper,1
14363,Failed to process *,error,Zookeeper,0
14364,Dumping request buffer: 0x*,error,Zookeeper,0
14366,Missing AuthenticationProvider for *,error,Zookeeper,0
14367,Shutting down,info,Zookeeper,1
14368,Error closing PrintWriter ,info,Zookeeper,1
14369,Error closing a command socket ,error,Zookeeper,0
14372,ERROR: ACL not available for long *,error,Zookeeper,0
14373,Ignoring acl * as it does not exist in the cache,info,Zookeeper,1
14374,Ignoring acl * as it does not exist in the cache,info,Zookeeper,1
14376,Using * as server connection factory,info,Zookeeper,1
14378,$$$Empty Message$$$,error,Zookeeper,0
14379,Unexpected interruption,error,Zookeeper,0
14380,RequestThrottler shutdown. Dropped * requests,info,Zookeeper,1
14381,Draining request throttler queue,info,Zookeeper,1
14383,Shutting down,info,Zookeeper,1
14386,"Unexpected exception when creating WatchManager, exiting abnormally",error,Zookeeper,0
14387,Missing count node for stat *,error,Zookeeper,0
14388,Missing count node for quota *,error,Zookeeper,0
14394,Failed to set parent cversion for: *,error,Zookeeper,0
14401,"Digest version changed, local: *, new: *, skip comparing digest now.",info,Zookeeper,1
14402,"Watching for zxid 0x* during snapshot recovery, but it wasn't found.",error,Zookeeper,0
14417,channelRead() on a closed or closing NettyServerCnxn,error,Zookeeper,0
14418,Unexpected exception in receive,error,Zookeeper,0
14421,Error getting peer certificates,error,Zookeeper,0
14422,Error getting peer certificates,error,Zookeeper,0
14423,X509 Auth provider not found: *,error,Zookeeper,0
14424,Authentication failed for session 0x*,error,Zookeeper,0
14425,Unsuccessful handshake with session 0x*,error,Zookeeper,0
14426,*=*zookeeper.client.portUnification,info,Zookeeper,1
14427,"unable to set up SslAuthProvider, turning off client port unification",error,Zookeeper,0
14428,* = *zookeeper.netty.advancedFlowControl.enabled,info,Zookeeper,1
14429,Auth provider not found: *,error,Zookeeper,0
14435,already shutdown *,info,Zookeeper,1
14436,shutdown called *,info,Zookeeper,1
14437,binding to port *,info,Zookeeper,1
14438,bound to port *,info,Zookeeper,1
14439,"binding to port *, *",info,Zookeeper,1
14440,"address is the same, skip rebinding",info,Zookeeper,1
14441,bound to port *,info,Zookeeper,1
14442,Error while reconfiguring,error,Zookeeper,0
14443,Weighed connection throttling is enabled. But it will only be effective if connection throttling is enabled,info,Zookeeper,1
14444,The weights for different session types are: global * renew * local *,info,Zookeeper,1
14445,Weighed connection throttling is disabled,info,Zookeeper,1
14446,Using checkIntervalMs=* maxPerMinute=*,info,Zookeeper,1
14447,interrupted,info,Zookeeper,1
14448,Error checking containers,error,Zookeeper,0
14449,Attempting to delete candidate container: *,info,Zookeeper,1
14450,Could not delete container: *,error,Zookeeper,0
14451,"Severe unrecoverable error, from thread : *",error,Zookeeper,0
14453,running stat,info,Zookeeper,1
14454,Successfully loaded private key from *,info,Zookeeper,1
14455,Successfully loaded certificate authority from *,info,Zookeeper,1
14456,Failed to load authentication certificates for admin server.,error,Zookeeper,0
14457,"Started AdminServer on address *, port * and command URL *",info,Zookeeper,1
14469,$$$Empty Message$$$,error,Zookeeper,0
14473,Successfully authenticated client: authenticationID=*;  authorizationID=*.,info,Zookeeper,1
14474,Setting authorizedID: *,info,Zookeeper,1
14475,Failed to set name based on Kerberos authentication rules.,error,Zookeeper,0
14477,Failed to create key manager,error,Zookeeper,0
14479,Failed to create trust manager,error,Zookeeper,0
14480,No trust manager available to authenticate session 0x*,error,Zookeeper,0
14481,Failed to trust certificate for session 0x*,error,Zookeeper,0
14482,Authenticated Id '*' as super user,info,Zookeeper,1
14483,Authenticated Id '*' for Scheme '*',info,Zookeeper,1
14484,getData failed,error,Zookeeper,0
14485,bad formatting,error,Zookeeper,0
14486,UTF-8,error,Zookeeper,0
14487,UTF-8,error,Zookeeper,0
14490,Set expected ensemble names to *,info,Zookeeper,1
14492,Missing algorithm,error,Zookeeper,0
14494,The list of known four letter word commands is : *,info,Zookeeper,1
14495,The list of enabled four letter word commands is : *,info,Zookeeper,1
14496,Error in running command ,error,Zookeeper,0
14497,Stat command output,info,Zookeeper,1
14499,Creating new log file: *,info,Zookeeper,1
14510,* : *zookeeper.snapshot.trust.empty,info,Zookeeper,1
14511,"Initialize file found, an empty database will not block voting participation",info,Zookeeper,1
14515,*(highestZxid) > *(next log) for type *,error,Zookeeper,0
14516,* txns loaded in * ms,info,Zookeeper,1
14518,Snapshotting: 0x* to *,info,Zookeeper,1
14519,Deleted empty snapshot file: *,info,Zookeeper,1
14521,Last transaction was partial.,error,Zookeeper,0
14522,Reading snapshot *,info,Zookeeper,1
14525,Read incorrect number of bytes from *,error,Zookeeper,0
14526,Unable to open file *,error,Zookeeper,0
14527,Read incorrect number of bytes from *,error,Zookeeper,0
14528,Unable to open file *,error,Zookeeper,0
14529,"Invalid snapshot *. too short, len = * bytes",info,Zookeeper,1
14530,"Invalid snapshot *. len = *, byte = *",info,Zookeeper,1
14532,Forcing snapshot sync is enabled,info,Zookeeper,1
14533,"Server failed to authenticate quorum learner, addr: *, closing connection",error,Zookeeper,0
14534,Exception while closing socket,error,Zookeeper,0
14539,First packet * is not FOLLOWERINFO or OBSERVERINFO!,error,Zookeeper,0
14540,Follower sid: * not in the current config *,info,Zookeeper,1
14541,Follower sid: * : info : *,info,Zookeeper,1
14542,* is not ACKEPOCH,error,Zookeeper,0
14543,"Sending snapshot last zxid of peer is 0x*, zxid of leader is 0x*, send zxid of db as 0x*, * concurrent snapshot sync, snapshot sync was * from throttle",info,Zookeeper,1
14545,"Next packet was supposed to be an ACK, but received packet: *",error,Zookeeper,0
14550,Unexpected exception causing shutdown while sock still open,error,Zookeeper,0
14551,Unexpected exception in LearnerHandler.,error,Zookeeper,0
14552,too many concurrent sync.,error,Zookeeper,0
14553,Unexpected exception in LearnerHandler.,error,Zookeeper,0
14556,Attempting to start sending thread after it already started,error,Zookeeper,0
14557,Synchronizing with Learner sid: * maxCommittedLog=0x* minCommittedLog=0x* lastProcessedZxid=0x* peerLastZxid=0x*,info,Zookeeper,1
14559,Sending DIFF zxid=0x* for peer sid: *,info,Zookeeper,1
14561,Using committedLog for peer sid: *,info,Zookeeper,1
14562,Use txnlog and committedLog for peer sid: *,info,Zookeeper,1
14563,Detected gap between end of txnlog: 0x* and start of committedLog: 0x*,info,Zookeeper,1
14567,Unhandled scenario for peer sid: * fall back to use snapshot,error,Zookeeper,0
14568,Sending DIFF zxid=0x*  for peer sid: *,info,Zookeeper,1
14569,Sending DIFF zxid=0x*  for peer sid: *,info,Zookeeper,1
14571,Sending TRUNC zxid=0x*  for peer sid: *,info,Zookeeper,1
14572,Sending TRUNC zxid=0x*  for peer sid: *,info,Zookeeper,1
14576,terminating learner handler connection on demand *,info,Zookeeper,1
14577,IO exception while sending response,error,Zookeeper,0
14578,ReadOnlyRequestProcessor exited loop!,info,Zookeeper,1
14583,Couldn't bind to port *,error,Zookeeper,0
14584,Couldn't bind to *,error,Zookeeper,0
